imo,sector,destination,top1,score1,top2,score2,top3,score3,top4,score4,top5,score5
9761956,TANKER,OMSOH > ARSLO,"San Lorenzo, Argentina + code2+3",100,Arroyo Seco + code2+3,80,Punta Loyola + code2+3,80,Karsto + code1+3,73,Faro + code1+3,67
9569994,TANKER,LUANF!      !0,Antofagasta + code2,67,Labuan + code1,62,Luanda + code1,62,Cai Lan + code1,57,Labuan Amuk + code1,56
9262998,DRY,SRIRACHA,Sriracha + code1,100,Ostrica + code1,67,Sariaya + code1,67,Sarroch + code1,67,Shirashima + code1,67
9700615,DRY,>JP TXD OFF,Tonda + code2+3,73,Yawata + code2+3,55,Akita + code2+3,55,Hakodate + code2+3,55,Hakata + code2+3,55
9431680,CONTAINER,XIAMEN,Xiamen + code1,100,Kiame + code1,73,Jiangmen + code1,71,Camden + code1,67,Haimen + code1,67
9304241,DRY,TR TUZ,Tuzla Dockyard + code2,91,Tutuncifilik + code2,73,Trabzon + code2,73,Tartous + code1,62,Truk + code1,60
9032214,DRY,IDN-LAPUKO,Puerto Moin + code1,57,Puerto Limon + code1,55,Binh Chau + code1,53,Inkoo + code1,53,Milwaukee + code1,53
9231212,TANKER,CNLKU,Longkou + code2,100,Luanjiakou + code2,80,Huizhou + code2,60,Lanshan + code2,60,Shekou + code2,60
9836610,TANKER,ULSAN,Ulsan + code1,100,Busan + code1,80,Pusan + code1,80,Anchorage + code2,80,Santo + code2,80
9604861,DRY,SGSIN,Singapore + code2,100,Bassein + code1,67,Messina + code1,67,Shengjin + code1,62,Stugsund + code1,62
9831309,TANKER,CA CPT,Canaport + code2,91,Cape Town + code2,73,Point Tupper + code2,73,Pictou + code2,73,Tanger-Mediterranee + code2,73
9293167,CONTAINER,RODMAN,Romano + code1,83,Mangalia + code2,73,Mandal + code2,73,Jordan + code1,67,La Romana + code1,67
8136556,DRY BULK,YEISK,Yeysk + code1,80,Yenikoy + code1,67,Sekisaki + code1,62,Kiska + code1,60,Yeosu + code1,60
9496587,DRY BULK,BE PUU,Beppu + code1,73,Pulau Bukom + code1,59,Bengkulu + code1,57,Qua Iboe + code1,57,Portbury + code2,55
9124859,DRY BULK,JP NARASHINO,Banjarmasin + code1,61,Port Rashid + code1,61,Port Washington + code1,59,Naoshima + code2,59,Nakanoseki + code2,59
9634074,TANKER,TAICHUNG,Taichung + code1,100,TAICANG + code1,80,Tai Tung + code1,75,Machong + code1,67,Taixing + code1,67
9295086,TANKER,ARMEDGUARD OB,Edgard + code1,63,Del Guazu + code2,56,Amuay Bay + code1,55,Ciudad Del Carmen + code1,53,Megara + code1,53
9142100,DRY,SANYA,Sanya + code1,100,Salaya + code1,73,Sarnia + code1,73,Savona + code1,73,Anan + code1,67
8920983,CONTAINER,OFF TEMA,Tema + code1,100,Tofte + code1,62,Bohemia + code1,53,Motukea + code1,53,Coeymans + code1,50
9645114,TANKER,RU TUA,Tuapse + code2,91,Ta-Ku + code1,73,Taganrog + code2,73,Varandey + code2,73,Taman + code2,73
9350654,TANKER,EOPL,Pepel + code1,67,Puerto Cabello + code2,67,Paldiski South Harbour + code2,67,Solvesborg + code2,67,Punta Palmas del Sur + code2,67
9129586,DRY BULK,TNRDS,Rades + code2,100,Sousse + code2,67,Rades + code1,60,Tenes + code1,60,Tonda + code1,60
9227778,CONTAINER,PKKHI>>INMUN,Mundra + code2+3,100,Karimun + code1+3,67,Chin Men + code1+3,62,Ijmuiden + code1+3,62,Jiangmen + code1+3,62
9488217,DRY,BNMUR,Muara Port + code2,80,Nemuro + code1,73,Bunbury + code1,67,Bouri + code1,60,Buras + code1,60
9322164,TANKER,SUSSEX BAY ANCHORAGE,Anchorage + code1,100,Tioman Anchorage + code1,72,Taboneo Anchorage + code1,69,Muara Berau Anchorage + code1,68,Muara Sabak Anchorage + code1,63
9464780,DRY,BALIKPAPAN,Balikpapan + code1,100,Apapa + code1,67,Balamban + code1,67,Balaklava + code1,63,Aliaga + code1,62
8846307,TANKER,NOVOROSSIYSK,Novorossiysk + code1,100,Tavriysk + code1,60,Novoportovskoye + code1,59,Namsos + code2,59,Risor + code2,59
9467770,TANKER,ARMED GUARDS ONBOARD,Ciudad Del Carmen + code1,54,Apra Harbor + code1,52,Grenland Harbour + code1,50,Punta Arenas + code1,50,Muara Sabak Anchorage + code1,49
9397860,DRY,RICHARDS BAY,Richards Bay + code1,100,Cadiz Bay + code1,67,Rapid Bay + code1,67,Shark Bay + code1,67,Trial Bay + code1,67
9486324,DRY,IT PMO,Palermo + code2,91,Piombino + code2,73,Porto Empedocle + code2,73,Porto Torres + code2,73,Porto Marghera + code2,73
9478585,DRY,H'EB!RO,Brofjorden + code2,67,Bach Ho + code1,57,Oro Bay + code1,57,Ha Long Bay + code1,56,Hiro + code1,55
9173068,TANKER,MT MLA,Tanger-Mediterranee + code2,73,La Mede + code1,62,St Malo + code1,62,Mati + code1,60,Port Amelia + code1,59
9610107,TANKER,"CHAOZHOU""^""",Chaozhou + code1,100,Changzhou + code1,82,Cangzhou + code1,75,Hangzhou + code1,75,Huzhou + code1,71
9041306,DRY BULK,DKNVD,Kanda + code1,60,Kunda + code1,60,Ensted + code2,60,Assens + code2,60,Frederikshavn + code2,60
9587154,DRY,NZ NPE,Pennington + code2,73,Penco + code1,55,Pitcairn Island + code2,55,Prony Port + code2,55,Pernis + code2,55
9249893,TANKER,KR DSN,Dakar + code2,73,Ardrossan (Uk) + code1,56,Kharg Island + code1,56,Port Dickson + code1,56,Dakar + code1,55
9508108,TANKER,ES BIO > ?? ???,Aabenraa + code1+3,0,Aaheim m + code1+3,0,Aalborg + code1+3,0,Aalvik + code1+3,0,Aandalsnes + code1+3,0
9285615,DRY BULK,KRINC,Inchon + code2,100,Derince + code1,67,Karimun + code1,67,Arica + code1,60,Kinoe + code1,60
9307932,TANKER,RAS LAFFAN,Ras Laffan + code1,100,Ras Lanuf + code1,74,Ras Selaata + code1,67,Ras Bahregan + code1,64,Jaffna + code1,62
9297345,TANKER,SKAGEN_DENMARK,Skagen + code1,60,Iskenderun + code1,58,Kendari + code1,57,Pasadena + code1,55,Sandakan + code1,55
9793820,DRY BULK,BEIHAI,Beihai + code1,100,Beira + code1,73,Benghazi + code1,71,Bejaia + code1,67,Belair + code1,67
9378321,TANKER,GB GRG,Grangemouth + code2,91,Greenock + code2,73,Ramsgate + code2,73,Nigg Tmnl + code2,73,Gregory Bay + code1,59
8216904,CONTAINER,ZALIV  PROSTOR,Puerto Quetzal + code1,59,Aliaga + code2,56,Cristobal + code1,55,Port Said + code1,55,Sual Port + code1,55
9811517,DRY BULK,MRNKT,Nouakchott + code2,80,Murmansk + code1,62,Manta + code1,60,Marin + code1,60,Merak + code1,60
9464546,DRY,XIAMEN CHINA,Xiamen + code1,100,Chin Men + code1,80,Haimen + code1,67,Shenjiamen + code1,64,Xiamen + code2,59
9081801,DRY BULK,"UYMVD,UYNVP",Montevideo + code2,100,Nueva Palmira + code2,100,Punta Del Este + code2,50,Van Phong Bay + code2,50,Vostochnyy + code2,50
9670004,TANKER,JP YOKKAICHI,Yokkaichi - LNG + code1,86,Tokachi + code1,63,Kamiiso (Jap) + code1,61,Pachi + code1,59,Yokkaichi - LNG + code2,59
9294862,CONTAINER,EBGA--SIN,Bassein + code1,67,Spring Bay + code1,67,Singapore + code2,62,Ain Sukhna + code2,62,Gandia + code2,62
9340453,TANKER,ZHUHAI,Zhuhai + code1,100,Zhenhai + code1,77,Zhoushan + code1,71,Hualien + code1,62,Izuhara + code1,62
8700137,TANKER,OKHOTSK_SEA,Yokosuka + code1,63,Kotka + code1,62,Yokose + code1,59,Kholmsk + code1,56,Motukea + code1,56
8128858,DRY BULK,BONNY,Bonny + code1,100,Bontang + code1,67,Onne + code1,67,Ronneby + code1,67,Balongan + code1,62
9809851,CONTAINER,FORT DE FRANCE,Fort de France + code1,100,Fort Pierce + code1,72,Fort Lauderdale + code1,69,Beaufort (Nc) + code1,64,"Dunkirk, France + code1",64
9833371,CONTAINER,VNHCM-->SG PEBGA,Pemba + code1+3,62,Madang + code2+3,62,Ardrishaig + code2+3,62,Ras Gharib + code2+3,62,Safaga + code2+3,62
9265770,TANKER,MASAN,Masan + code1,100,Masao + code1,80,Mawan + code1,80,Daesan + code1,73,Madang + code1,73
8508670,TANKER,BG BOJ>TR BDM,Torbay Harbour + code2+3,55,Marsaxlokk + code2+3,55,Madura + code2+3,55,Mongla + code2+3,55,Merak + code2+3,55
7823308,DRY BULK,MAGUSA,Famagusta + code1,80,Masan + code1,73,Masao + code1,73,Agadir + code2,73,Skardon River + code2,73
9583641,DRY,CHITTAGONG,Chittagong + code1,100,Changhong + code1,74,Chita - LNG + code1,74,Chicago + code1,71,Changwon + code1,67
9568914,DRY BULK,SHANG HAI,Maji Shan + code1,78,Ao Shan + code1,75,Dong Hai + code1,71,Haiphong + code1,71,Changhang + code1,67
7947063,DRY BULK,C ANCHORAGE,Anchorage + code1,100,Muara Berau Anchorage + code1,90,Muara Pantai Anchorage + code1,90,Muara Sabak Anchorage + code1,90,Taboneo Anchorage + code1,90
9253727,CONTAINER,DEHAM,Hamburg + code2,100,Nordenham + code2,80,Hamriyah + code2,80,Dhamra + code1,73,Degerhamn + code1,71
9638812,DRY BULK,NLVLI,Flushing + code2,100,Velsen + code2,80,Vlaardingen + code2,80,Navlakhi + code1,62,Riga + code2,60
7830894,DRY;TANKER,KINESHMA,Akanehama + code1,71,Innoshima + code1,71,Kvinesdal + code1,71,Xinsha + code1,71,Jinshan + code1,67
9727209,TANKER,ANGRA DOS REIS,Angra dos Reis + code1,100,Anacortes + code1,61,Whangarei + code1,61,Degrad-des-Cannes + code1,58,Rio Grande + code1,58
6400343,TANKER,DAKAR,Dakar + code1,100,Bakar + code1,80,Aarhus + code2,80,Djakarta + code1,77,Dakhla + code1,73
7813925,CONTAINER,MONROVIA (LR MLW),Monrovia + code1,100,Morsa El Brega + code1,55,Lomonosov + code1,50,Mina Al Fahal + code1,50,Monrovia + code2,50
9706308,CONTAINER,HONG KONG,Hong Kong + code1,100,Garongkong + code1,74,Hon Khoi + code1,71,Bing Bong + code1,67,Changhong + code1,67
9452323,DRY BULK,ROCND,Constantza + code2,100,Moron + code1,60,Onoda + code1,60,Prony + code1,60,Rodby + code1,60
9070503,DRY BULK,EG ALY,Male + code1,60,Gregory Bay + code1,59,Montego Bay + code1,59,Bell Bay + code1,57,Calbayog + code1,57
9672088,DRY BULK,"AS!SLT>OW LOS H  """,Hu Lu Tao + code1+3,59,Onslow + code1+3,57,Port Louis + code1+3,56,Los Angeles + code1+3,55,Glasgow + code1+3,53
9550163,DRY,DURBAN,Durban + code1,100,Dubai + code1,73,Randers + code2,73,Drujba + code1,67,Dublin + code1,67
9460904,DRY,ZA PLZ,Stettin + code2,73,Pula + code1,60,Pozzallo + code1,57,Palma + code1,55,Palua + code1,55
9465617,DRY,NINGBO(ZHENHAI),Ningbo + code1,100,Zhenhai + code1,100,Benghazi + code1,55,Dong Hai + code1,55,Dong Nai + code1,55
9525211,TANKER,SR PBM,San Carlos + code2,55,Mariveles + code2,55,Masao + code2,55,Bahia Las Minas + code2,55,Seria + code2,55
8331510,TANKER,KHERSON,Kherson + code1,100,Henderson + code1,75,Hunterston + code1,71,Daesan + code2,67,Ulsan + code2,67
9430820,DRY,SANTA MARTA,Santa Marta + code1,100,Santa Fe + code1,77,Saint-Marc + code1,76,San Martin + code1,76,Santa Barbara + code1,75
8654338,DRY BULK,TOORAN,Oran + code1,80,Troon + code1,73,Ravenna + code2,73,Tagoloan + code1,71,Jordan + code1,67
9499022,CONTAINER,KR BUS,Bushire + code1,62,Skutskar + code1,57,Bakar + code1,55,Bouri + code1,55,Buras + code1,55
9469235,TANKER,>JP AOM OFF,Cam Pha + code1+3,62,Futami (Jap) + code1+3,62,Honmoku (Jap) + code1+3,59,"Ju""aymah + code1+3",57,Porto Amboim + code1+3,56
9826902,TANKER,RUMMK>GBFNT,Finnart + code2+3,100,Purfleet + code2+3,80,Felixstowe + code2+3,80,"Newport, Wales, U.K. + code2+3",80,Stornoway + code2+3,67
9103623,DRY BULK,JP IMI,Futami (Jap) + code1,62,Iwanai (Jap) + code1,62,Mipo + code1,60,Abashiri (Jap) + code1,56,Ichihara (Jap) + code1,56
9153496,DRY,ISKENDERUN,Iskenderun + code1,100,Henderson + code1,63,Kenner + code1,62,Linden + code1,62,Sunderland + code1,60
9315537,DRY,BELLEDUNE,Belledune + code1,100,Bellevue + code1,82,Belekeri + code1,59,Belitung + code1,59,Steilene + code1,59
9159335,CONTAINER,TO  JP  TMK E,Tomakomai + code2,62,Taketoyo + code2,62,El Palito + code1,50,Koyo Dock (Jap) + code1,50,St Peter Port + code1,50
9471446,TANKER,AEPB,RUWAIS + code2,67,Puerto Cabello + code2,67,Bahia Las Minas + code2,67,Halat al Mubarraz + code2,67,Port Rashid + code2,67
9382499,TANKER,DIEM DIEN-THAI BINH,Binh Chau + code1,62,Binh Thuan + code1,57,Quang Binh + code1,57,South Riding Point + code1,54,Bandar e Shahid Rajai + code1,50
9217981,TANKER,"JOHOR BAHRU,MALAYSIA",Johore Bahru + code1,69,"Lumut, Malaya, Malaysia + code1",57,Marsa al Hamra + code1,53,Marsa Bashayer + code1,53,Banjarmasin + code1,52
9597630,DRY,ISKENDERUN,Iskenderun + code1,100,Henderson + code1,63,Kenner + code1,62,Linden + code1,62,Sunderland + code1,60
9242089,TANKER,"SANTOS, BRASIL",Santos + code1,100,General Santos + code1,74,Santa Clara (Brazil) + code1,65,"Natal, Brazil + code1",64,Braila + code1,63
9704752,DRY BULK,SUES CANAL,Aandalsnes + code1,70,Manchester Ship Canal (UK) + code1,67,Panama Canal + code1,67,Pangkalan Susu + code1,67,Sodertalje & Sodertalje Canal + code1,67
7913206,DRY BULK,ST-THOMAS,St Thomas + code1,100,Sao Tome + code2,71,St Charles + code1,63,Soma + code1,62,St Malo + code1,62
9418638,TANKER,BD CGP,Chittagong + code2,91,Budge Budge + code1,55,Mongla + code2,55,Cilacap + code2,55,Copenhagen + code2,55
9455296,CONTAINER,HK_HKG,Hong Kong + code2,91,Hungnam + code2,55,Khanom + code2,55,Koge + code2,55,Kharg Island + code2,55
9421142,DRY BULK,SFAX,Sfax + code1,100,Fagerstrand + code2,67,Kalix + code2,67,Freetown + code2,67,Falkenberg + code2,67
9102928,TANKER,PARANAGUA,Paranagua + code1,100,Parana + code1,80,Paramonga + code1,78,Paranam + code1,75,Palangga + code1,71
9167265,DRY BULK,IRB.I.K,Bandar Imam Khomeini + code2,67,Zirku Island + code1,53,Izmir + code1,50,Kiire + code1,50,Miike + code1,50
9487249,TANKER,FUJAIRAH-FOR ORDERS,Fujairah + code1,100,Port Rhoades + code1,58,Port Fortier + code1,52,Hafnarfjordur + code1,50,Port Fourchon + code1,50
9253806,DRY BULK,BORYEONG,Boryeong + code1,100,Berong + code1,71,Jorong + code1,71,Rayong + code1,71,Sorong + code1,71
9802176,TANKER,PORT ALLEN USA,Port Allen (Ms) + code1,89,Port Allen (Haw) + code1,86,"Port Allen, Louisiana, U.S.A. + code1",83,Pusan New Port + code1,71,Port Alma + code1,70
9231171,TANKER,ISTANBUL STRAIT,Istanbul + code1,100,Port Isabel + code1,62,Surigao Strait + code1,62,Le Trait + code1,61,Tai Shan + code1,61
9317456,DRY BULK,QINHUANGDAO,Qinhuangdao + code1,100,Quang Binh + code1,67,Quang Ninh + code1,67,Huanghua + code1,63,Nanao + code1,62
9214161,DRY,DALIAN,DALIAN + code1,100,Aland + code1,73,Alang + code1,73,Alicante + code1,71,Alliance + code1,71
9458913,DRY BULK,GB ROY,Rosyth + code2,91,Fowey + code2,73,Coryton - BP Oil - Thames + code2,73,Oro Bay + code1,62,Gary + code1,60
9230919,DRY,TOLEDO,"Toledo, Ohio, U.S.A. + code1",100,"Toledo (Or,Usa) + code1",100,Toledo (Philippines) + code1,100,Mollendo + code1,71,Owendo + code1,67
9614268,DRY BULK,>JP SGM,Shiogama + code2+3,91,Hososhima + code2+3,73,Sakaiminato + code2+3,73,Shimotsu + code2+3,73,"Shimizu, (Honshu), Japan + code2+3",73
9216717,TANKER,AIN SUKHNA.EGYPT,Ain Sukhna + code1,100,"Alexandria, Egypt + code1",56,Sungai Linggi + code1,55,Arguineguin + code1,52,Punta Ancla + code1,52
9447809,TANKER,ESCAS,Cadiz Bay + code2,80,Aviles + code2,80,Alcanar + code2,80,"Cartagena, Spain + code2",80,Carboneras + code2,80
9306251,CONTAINER,ESVLC,Valencia + code2,100,Alicante + code2,80,Coruna + code2,80,Villagarcia de Arosa + code2,80,Escee + code1,60
9757591,DRY BULK,AUPHE,Port Hedland + code2,100,Thevenard + code2,80,Exmouth + code2,80,Port Huon + code2,80,Campeche + code1,62
9540924,TANKER,BAUAN,Busan + code1,80,Bayuquan + code1,77,Abadan + code1,73,Bataan + code1,73,Baubau + code1,73
9467043,CONTAINER,INKRI>INVTZ,Visakhapatnam + code2+3,100,Cinta + code1+3,60,Tivat + code1+3,60,Hazira + code2+3,60,Vung Tau + code2+3,60
9383417,DRY BULK,SG SIN,Singapore + code2,91,Bassein + code1,62,Messina + code1,62,Es Sider + code1,57,Nghi Son + code1,57
8117861,DRY BULK,KARYSTOS GDOROI,Karsto + code1,57,Garston + code1,55,Rostov-Na-Donu + code1,55,Gioia Tauro + code1,54,Oristano + code1,52
9127667,TANKER,HONG KONG,Hong Kong + code1,100,Garongkong + code1,74,Hon Khoi + code1,71,Bing Bong + code1,67,Changhong + code1,67
9367231,TANKER,NLRTM>NLRTM,Rotterdam + code2+3,100,Pernis + code2+3,60,Botlek + code2+3,60,Santarem + code2+3,60,Tramandai + code2+3,60
8605090,TANKER,BANJARMASIN,Banjarmasin + code1,100,Balamban + code1,63,Bandirma + code1,63,Ajman + code1,62,Bandar Mahshahr + code1,62
9654555,TANKER,AGIOI,Agioi Theodoroi + code1,100,Aioi + code1,89,Goi + code1,75,Ango Ango + code1,67,Ba Ngoi + code1,67
9395329,TANKER,PAJARITOS,Pajaritos + code1,100,Paiton + code1,67,Prinos + code1,67,Paramaribo + code1,63,Ajaccio + code1,62
9001473,DRY BULK,SURABAYA,Surabaya + code1,100,Suralaya + code1,88,Salaya + code1,71,Sariaya + code1,67,Shuaiba + code1,67
9470222,TANKER,>JP NAO OFF,Naoetsu + code2+3,91,Naoshima + code2+3,73,Nakanoseki + code2+3,73,Aokata + code2+3,73,Kawagoe + code2+3,73
9478303,TANKER,DK AAR,Adak + code1,60,Aland + code1,55,Bakar + code1,55,Dakar + code1,55,Erdek + code1,55
9527518,DRY,ZHANGJIAGANG,Zhangjiagang + code1,100,Chenjiagang + code1,78,Yangjiang + code1,76,Zhenjiang + code1,76,Changhang + code1,67
9119816,TANKER,SURABAYA9,Surabaya + code1,94,Suralaya + code1,82,Salaya + code1,67,Sariaya + code1,62,Shuaiba + code1,62
9445710,DRY,CEUTA,Ceuta + code1,100,Utansjo + code2,80,Cebu + code1,67,TAICANG + code2,67,Acajutla + code1,62
9407419,DRY BULK,RULED,"St Petersburg, Russia + code2",100,Redi + code1,67,Lulea + code1,60,Rouen + code1,60,De Kastri + code2,60
9658953,DRY BULK,CNZHA,Zhanjiang (formerly Tsamkong) + code2,100,Zhuhai + code2,80,Hastings + code2,80,Yangzhou + code2,80,Zhenjiang + code2,80
9639763,DRY,US PEF,Naples (Usa) + code1,62,Piraeus + code1,62,Supe Bay + code2,60,Penuelas + code1,57,Prescott (Usa) + code1,56
8130681,DRY,BHAVNAGAR,Bhavnagar + code1,100,JAMNAGAR + code1,71,Havana + code1,67,Whangarei + code1,67,Hiagari + code1,62
9073012,DRY BULK,DAVAO,Davao + code1,100,Davant + code1,73,Avon + code1,67,Salvador + code1,62,Dakar + code1,60
8131142,DRY BULK,TUG OPS,Sture + code2,67,Surigao + code2,67,St Rose + code1,57,Tuy Hoa + code1,57,Opua + code1,55
8801826,TANKER,SRIRACHA,Sriracha + code1,100,Ostrica + code1,67,Sariaya + code1,67,Sarroch + code1,67,Shirashima + code1,67
9164029,DRY BULK,BAYUQUAN,Bayuquan + code1,100,Bayu-Undan + code1,78,Banyuwangi + code1,67,Bayou Goula + code1,63,Bayah + code1,62
9198264,CONTAINER,UQR,Umm Qasr + code2,75,Sur + code1,67,Kure + code1,57,Yura + code1,57,Bouri + code1,50
9282089,DRY BULK,RAVENNA / ITALY,Ravenna + code1,100,"Naples, Italy + code1",64,Ravena + code1,63,Traverse City + code1,62,Morgan City + code1,58
9168269,DRY,CAMPHA/VN,Campana + code1,75,Cam Pha + code1,75,Thamshavn + code1,67,Campeche + code1,59,Chumphon + code1,59
9718894,TANKER,BRINDISI,Brindisi + code1,100,Biringkasi + code1,67,Burnside + code1,62,Canoas + code2,62,Ridham Dock + code2,62
8841539,DRY BULK,TO ORDER,Puerto Ordaz + code1,70,Port Fortier + code1,60,Dordrecht + code1,59,Oporto + code1,57,Ortona + code1,57
9809576,TANKER,CN ZJG,Zhangjiagang + code2,91,Fuzhou + code2,73,Guangzhou + code2,73,Nanjing + code2,73,Caojing + code2,73
9463334,DRY BULK,SG (PEBGC),Safaga + code2,62,Bruges + code2,62,Pechenga + code1,50,Prescott (Usa) + code1,50,Supe Bay + code2,50
9287807,CONTAINER,ESBIO,Bilbao + code2,100,Saigo + code1,60,Saijo + code1,60,Sidon + code1,60,Tebig + code1,60
9349825,CONTAINER,CAMTR,Montreal + code2,100,Three Rivers + code2,80,Toronto + code2,80,Cameron + code1,67,Castries + code1,62
9085039,DRY BULK,BUSHEHER.IRAN,Fisher Island + code1,62,Bushire + code1,60,Marsa Bashayer + code1,59,Shenzhen + code1,57,Beira + code1,56
9709324,DRY,BELAWAN.INDONESIA,Belawan + code1,100,Bella Vista + code1,57,Nossi-Be + code1,56,Lindesnes + code1,54,Aandalsnes + code1,52
9283849,DRY,CN LYG,Yangpu + code2,73,Luoyuanwan + code2,73,Yancheng + code2,73,Longyan + code2,73,Xiuyu + code2,73
9370719,TANKER,ESFRO,Ferrol + code2,100,"Rota, Spain + code2",80,Pesaro + code1,73,Tesoro + code1,73,Faro + code1,67
9552135,DRY,JIN ZHOU,Jinzhou + code1,93,Binzhou + code1,80,Qinzhou + code1,80,Huizhou + code1,67,Laizhou + code1,67
9467146,DRY BULK,KR MAS,Masan + code2,91,Karatsu + code1,62,Karumba + code1,62,KIMANIS + code1,62,Marcus Hook + code1,59
8853673,TANKER,TUPRAS,Tuas + code1,80,Buras + code1,73,Fatsa + code2,73,Patras + code1,67,Tuapse + code1,67
9246683,CONTAINER,JMKIN>USMSY,New Orleans + code2+3,100,Myrtle Grove + code2+3,80,Skagway + code2+3,80,Port Sulphur + code2+3,80,Sandusky + code2+3,80
9219850,CONTAINER,GWANGYANG W ANCH.,Changhang + code1,64,KWANGYANG + code1,64,Chang Jiang Kou + code1,58,Zhangjiagang + code1,57,Changhong + code1,56
9032240,TANKER,AMBON,Ambon + code1,100,Gamboa + code1,73,Kanmon + code1,73,Zamboanga + code1,71,Avon + code1,67
9680267,TANKER,ARP,RUWAIS + code2,75,Campana + code2,75,La Plata + code2,75,Parana + code2,75,Puerto Rosales + code2,75
9440772,CONTAINER,LONG BEACH,Long Beach + code1,100,Ha Long Bay + code1,76,Bach Ho + code1,71,Machong + code1,71,Boynton Beach + code1,70
9492361,TANKER,YOSU,Yosu + code1,100,Yeosu + code1,89,Syros + code1,67,Yokosuka + code1,67,Kristiansund N. + code2,67
9162394,DRY BULK,PORT SUDAN,Port Sudan + code1,100,Sual Port + code1,84,Port Saida + code1,80,Port Dina + code1,74,Port Huon + code1,74
8104553,DRY BULK,KDZEREGLI,Ereglisi + code1,71,Degi + code1,62,Dhekelia + code1,59,Keret + code1,57,Kiel + code2,57
9474967,DRY BULK,SG SIN,Singapore + code2,91,Bassein + code1,62,Messina + code1,62,Es Sider + code1,57,Nghi Son + code1,57
9443358,DRY BULK,SG PEBGC,Safaga + code2,62,Bruges + code2,62,Pechenga + code1,50,Prescott (Usa) + code1,50,Supe Bay + code2,50
9152363,DRY BULK,KR INCHEON,Inchon + code1,75,Ennore + code2,67,Cochin + code2,67,Port Lincoln + code1,64,Ziguinchor + code1,60
9790488,DRY BULK,>JPTMKE1,Tomakomai + code2+3,83,Himekawa + code2+3,67,Tokuyama + code2+3,67,Atsumi + code2+3,67,Kure + code2+3,67
9216509,DRY,DURBAN,Durban + code1,100,Dubai + code1,73,Randers + code2,73,Drujba + code1,67,Dublin + code1,67
8300949,CONTAINER,MONROVIA,Monrovia + code1,100,Cordova + code1,67,Moni + code1,67,Moro + code1,67,Morotai + code1,67
9829459,TANKER,TUXPAN,Tuxpan + code1,100,Kupang + code1,67,Tan Tan + code1,67,Trapani + code1,62,Tuas + code1,60
9650444,DRY BULK,CORONEL/CHILE,Coronel + code1,100,"Caldera, Chile + code1",62,"San Antonio, Chile + code1",60,"San Vicente, Chile + code1",60,Caleta Cordova + code1,59
9639529,DRY BULK,CN QDG,Anqing + code2,73,Shuidong + code2,73,Dandong + code2,73,Dafeng + code2,73,DALIAN + code2,73
9782261,DRY,RECALADA,Recalada Practicos + code1,100,Calaca + code1,71,Calabar + code1,67,La Brea + code1,67,Aland + code1,62
9065077,TANKER,"JASAAN,PHL",Savannah + code1,56,Tha Sala + code1,56,Saldanha Bay + code1,55,Masachapa + code1,53,Masan + code1,53
8729793,DRY BULK,MAGADAN,Magadan + code1,100,Abadan + code1,77,Gadani + code1,77,Madang + code1,77,Magdalla + code1,67
9331878,DRY,PARADIP,Paradip + code1,100,Prai + code1,73,Praia + code1,67,Takoradi + code1,67,Puerto Acevedo + code2,67
9831787,DRY BULK,LAS PALMAS,Las Palmas (Canary Island) + code1,100,La Palma + code1,89,La Paloma + code1,84,Cape Palmas + code1,76,Punta Palmas del Sur + code1,75
9638173,DRY,CN RZH,Rizhao + code2,91,Zhanjiang (formerly Tsamkong) + code2,73,Zhuhai + code2,73,Yangzhou + code2,73,Zhenjiang + code2,73
9164885,TANKER,PLAJU IDN,Plaju + code1,100,Plaju + code2,71,Tanjung Bin + code1,60,Alang + code2,57,Luwuk + code2,57
9138862,DRY,1000S_,Fos + code1,22,Kos + code1,22,Sur + code1,22,Tsu + code1,22,Nanjingjing + code2,22
8691702,TANKER,SHIDAO,Shidao + code1,100,Hirao + code1,73,Sidon + code1,73,Shuidong + code1,71,Ashdod + code1,67
9781683,DRY,NC TEO,Can Tho + code1,62,Nice + code1,60,Beaufort (Nc) + code1,59,Quintero + code1,57,Ancon + code1,55
9597329,TANKER,>JP IWK,Iwanai (Jap) + code1+3,62,Sekupang + code2+3,55,Kuala Tanjung + code2+3,55,Koper + code2+3,55,Iwakuni + code2+3,55
9683685,TANKER,ARMED GUARD ONBOARD,Ciudad Del Carmen + code1,56,Apra Harbor + code1,53,Grenland Harbour + code1,51,Amuay Bay + code1,50,Maldonado + code1,50
9525182,TANKER,FAWLEY UK,Fawley + code1,100,Fowey + code1,57,Karluk + code1,53,Levuka + code1,53,Naples (Usa) + code1,53
9288318,DRY BULK,>JP KND,Kanda + code2+3,91,Hakodate + code2+3,73,Onoda + code2+3,73,Kawagoe + code2+3,73,Kinuura + code2+3,73
9748631,DRY BULK,KILTAN,Akita + code1,73,Kieta + code1,73,Ravenna + code2,73,Taean + code2,73,Iligan + code1,67
9792503,CONTAINER,THBKK,Bangkok + code2,100,Bangsaphan + code2,80,Hong Kong + code2,60,Kantang + code2,60,Khanom + code2,60
9601261,DRY BULK,CJK,Luanjiakou + code2,75,Cork + code1,57,Gocek + code1,50,Kuchinotsu + code2,50,Kribi + code2,50
9637129,TANKER,USNYC,Benicia + code2,80,Anchorage + code2,80,Busan + code1,60,Pusan + code1,60,Sanya + code1,60
